Year,Agency Name,Vendor Name,Vendor Zip,Amount
2009,DEPARTMENT OF HUMAN RESOURCES,WASHINGTON CO HOSPITAL TRAUMA PHYSICIANS,21740,15559.73
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,WASHINGTON CO HOSPITAL TRAUMA PHYSICIANS,21740,22832.02
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WASHINGTON CO HOSPITAL TRAUMA PHYSICIANS,21740,32807.78
2009,DEPARTMENT OF JUVENILE SERVICES,WASHINGTON CO HOSPITAL TRAUMA PHYSICIANS,21740,14502.06
2009,MARYLAND STATE POLICE,WASHINGTON CO HOSPITAL TRAUMA PHYSICIANS,21740,204
2009,DEPARTMENT OF HUMAN RESOURCES,YMCA OF FREDERICK COUNTY MD INC,21701,25435.08
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,YMCA OF FREDERICK COUNTY MD INC,21701,259374.14
2009,MARYLAND DEPT. OF AGING,ASBURY METHODIST VILLAGE,20877,600
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ASBURY METHODIST VILLAGE,20877,4944032.32
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ASBURY METHODIST VILLAGE,20877,15
2009,BOARDS COMMISSIONS & OFFICES,THE ASSOCIATED JEWISH COMM FEDERATION OF BALTIMORE,21208,29222
2009,MARYLAND DEPT. OF AGING,THE ASSOCIATED JEWISH COMM FEDERATION OF BALTIMORE,21201,275000
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",THE ASSOCIATED JEWISH COMM FEDERATION OF BALTIMORE,21201,11137.87
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DORCHESTER GENERAL HOSPITAL INC,21613,624944.35
2009,MARYLAND STATE POLICE,DORCHESTER GENERAL HOSPITAL INC,21613,24
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KENNEDY KRIEGER INSTITUTE,21205,18215270.05
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,KENNEDY KRIEGER INSTITUTE,30384,182.77
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,KENNEDY KRIEGER INSTITUTE,21231,376118.73
2009,UNINSURED EMPLOYERS FUND,FRANKLIN SQUARE HOSPITAL,21263,1068.62
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FRANKLIN SQUARE HOSPITAL,21237,22523119.21
2009,DEPARTMENT OF HUMAN RESOURCES,FRANKLIN SQUARE HOSPITAL,21237,68079.92
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,FRANKLIN SQUARE HOSPITAL,21237,5191.39
2009,DEPARTMENT OF JUVENILE SERVICES,FRANKLIN SQUARE HOSPITAL,21263,379.49
2009,DEPARTMENT OF HUMAN RESOURCES,"THE CHILDREN'S HOME, INC.",21228,2017376.39
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,"THE CHILDREN'S HOME, INC.",21228,48828.62
2009,DEPARTMENT OF JUVENILE SERVICES,"THE CHILDREN'S HOME, INC.",21228,199315.87
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GOOD SHEPHERD CENTER,21227,134399
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,GOOD SHEPHERD CENTER,21227,72629.75
2009,DEPARTMENT OF JUVENILE SERVICES,GOOD SHEPHERD CENTER,21227,882404.41
2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,GOOD SHEPHERD CENTER,21227,200000
2009,WORKERS' COMPENSATION COMMISSION,L H CRANSTON & SONS INC,21031,8719.77
2009,MARYLAND STADIUM AUTHORITY,L H CRANSTON & SONS INC,21031,3999.82
2009,MILITARY DEPARTMENT,L H CRANSTON & SONS INC,21031,22582.27
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,L H CRANSTON & SONS INC,21031,14290.08
2009,DEPARTMENT OF JUVENILE SERVICES,L H CRANSTON & SONS INC,21031,6316.25
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WALSH & MCCAGH PHARMACY,21502,762116.31
2009,DEPARTMENT OF HUMAN RESOURCES,WALSH & MCCAGH PHARMACY,21502,22.85
2009,BOARDS COMMISSIONS & OFFICES,PRESERVATION MARYLAND INC,21201,100
2009,MD DEPARTMENT OF PLANNING,PRESERVATION MARYLAND INC,21201,39800
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,PRESERVATION MARYLAND INC,21201,1500
2009,MARYLAND OFFICE OF PLANNING,PRESERVATION MARYLAND INC,21201,20000
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAHRNEY KEEDY MEMORIAL HOME INC,21713,3171923.4
2009,UNINSURED EMPLOYERS FUND,SHORE HEALTH SYSTEM,30384,14708.4
2009,MD DEPARTMENT OF AGRICULTURE,SHORE HEALTH SYSTEM,30384,60
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHORE HEALTH SYSTEM,30384,10722394.61
2009,DEPARTMENT OF HUMAN RESOURCES,SHORE HEALTH SYSTEM,30384,461.16
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,SHORE HEALTH SYSTEM,30384,2333.58
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,SHORE HEALTH SYSTEM,30384,48586.12
2009,DEPARTMENT OF JUVENILE SERVICES,SHORE HEALTH SYSTEM,30384,3367.86
2009,MARYLAND STATE POLICE,SHORE HEALTH SYSTEM,30384,96
2009,UNINSURED EMPLOYERS FUND,SUBURBAN HOSPITAL,20814,1029.7
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SUBURBAN HOSPITAL,21279,5731869.26
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,SUBURBAN HOSPITAL,21279,31418.15
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,SUBURBAN HOSPITAL,21279,2274.85
2009,MARYLAND STATE POLICE,SUBURBAN HOSPITAL,20014,36
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,VOLUNTEERS OF AMER CHESAPEAKE INC,21263,436204.75
2009,MILITARY DEPARTMENT,NAVAL ACADEMY-ATHLETIC ASSOC,21402,72750
2009,DEPARTMENT OF GENERAL SERVICES,NAVAL ACADEMY-ATHLETIC ASSOC,21402,401250
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FOLTZ MFG & SUPPLY CO THE,21740,781.09
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,FOLTZ MFG & SUPPLY CO THE,21740,28365.62
2009,UNINSURED EMPLOYERS FUND,CALVERT MEMORIAL HOSPITAL,21263,3081.85
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CALVERT MEMORIAL HOSPITAL,20678,3513469.46
2009,DEPARTMENT OF HUMAN RESOURCES,CALVERT MEMORIAL HOSPITAL,20714,1645
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CALVERT MEMORIAL HOSPITAL,20678,8119.44
2009,MARYLAND STATE POLICE,CALVERT MEMORIAL HOSPITAL,20678,134
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HOMEWOOD AT WILLIMAPORT MD INC,21795,3014298.01
2009,DEPARTMENT OF NATURAL RESOURCES,JEWISH COMMUNITY CENTER GREATER BALTIMORE,21117,450
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,JEWISH COMMUNITY CENTER GREATER BALTIMORE,21215,26887.77
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,JEWISH COMMUNITY CENTER GREATER BALTIMORE,21215,49193
2009,UNINSURED EMPLOYERS FUND,ST MARYS HOSPITAL,20650,721.62
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ST MARYS HOSPITAL,20650,4503082.16
2009,DEPARTMENT OF HUMAN RESOURCES,ST MARYS HOSPITAL,20650,375
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ST MARYS HOSPITAL,20650,1348.69
2009,MARYLAND HIGHER EDUCATION COMMISSION,ST MARYS HOSPITAL,20650,8847
2009,MARYLAND STATE POLICE,ST MARYS HOSPITAL,20650,96
2009,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,ST MARYS HOSPITAL,20650,647462.01
2009,DEPARTMENT OF HUMAN RESOURCES,YMCA OF CECIL CO,21921,543
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,YMCA OF CECIL CO,21921,37529.88
2009,DEPARTMENT OF HUMAN RESOURCES,BAPTIST FAMILY AND CHILDREN'S SERVICES OF MARYLAND,21046,750798.64
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ST JOSEPH NURSING HOME,21228,1699444.62
2009,MD DEPARTMENT OF AGRICULTURE,MONTGOMERY COUNTY AG FAIR,20877,61500
2009,DEPARTMENT OF GENERAL SERVICES,LANGE ELECTRIC COMPANY INC,21230,10213.81
2009,MARYLAND TRANSIT ADMINISTRATION,LANGE ELECTRIC COMPANY INC,21230,1369.41
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LANGE ELECTRIC COMPANY INC,21230,1420
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",LANGE ELECTRIC COMPANY INC,21230,273.82
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,LANGE ELECTRIC COMPANY INC,21230,10782.55
2009,BALTIMORE CITY COMMUNITY COLLEGE,LANGE ELECTRIC COMPANY INC,21230,5301.29
2009,DEPARTMENT OF JUVENILE SERVICES,LANGE ELECTRIC COMPANY INC,21230,1669.85
2009,MARYLAND TRANSIT ADMINISTRATION,CHI CENTERS INC,20903,301720.86
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHI CENTERS INC,20903,7946452.05
2009,MARYLAND STATE POLICE,CHI CENTERS INC,20903,40417.69
2009,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,CHI CENTERS INC,20903,100000
2009,DEPT OF HEALTH & MENTAL HYGIENE-CAPITAL,CHI CENTERS INC,20903,1660915
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,TRUSTEES QUEEN ANNE'S PUB LIB,21617,139027
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,THE CHILDREN'S GUILD INC,21234,465067.68
2009,DEPARTMENT OF HUMAN RESOURCES,"SAN MAR CHILDREN`S HOME, INC.",21713,863427.05
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,"SAN MAR CHILDREN`S HOME, INC.",21713,26060.54
2009,DEPARTMENT OF JUVENILE SERVICES,"SAN MAR CHILDREN`S HOME, INC.",21713,1104856.68
2009,MD DEPARTMENT OF AGRICULTURE,SOMERSET SOIL CONSERVAT'N DISTRICT,21853,73243.56
2009,DEPARTMENT OF DISABILITIES,SECU,21090,85561.22
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,SECU,21090,11856
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,VINDOBONA INC,21714,2178328.26
2009,BOARDS COMMISSIONS & OFFICES,BALTIMORE SYMPHONY ORCHESTRA,21201,10000
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,BALTIMORE SYMPHONY ORCHESTRA,21201,67698
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,BALTIMORE SYMPHONY ORCHESTRA,21201,1705109
2009,BOARDS COMMISSIONS & OFFICES,TALBOT COUNTY FREE LIBRARY,21601,40
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,TALBOT COUNTY FREE LIBRARY,21601,125774
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,FIRST UNITED METHODIST CEC,20782,28445.98
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,FIRST UNITED METHODIST CEC,20782,700
2009,DEPARTMENT OF GENERAL SERVICES,FREEMIRE & ASSOC INC,21077,698.99
2009,STATE HIGHWAY ADMIN,FREEMIRE & ASSOC INC,21077,4445
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FREEMIRE & ASSOC INC,21077,33109
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THE CHILDRENS GUILD INC,21234,383944
2009,DEPARTMENT OF HUMAN RESOURCES,THE CHILDRENS GUILD INC,21234,948891.66
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,THE CHILDRENS GUILD INC,21234,81429.79
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BROOKE GROVE REHAB & NURSING,20860,7975809.37
2009,MARYLAND PORT ADMINISTRATION,BALTO MARITIME EXCHANGE INC,21224,50000
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,HOMEBUILDERS ASSN OF MD,21244,32325
2009,MARYLAND STADIUM AUTHORITY,NORTHEASTERN SUPPLY,21237,339.27
2009,MILITARY DEPARTMENT,NORTHEASTERN SUPPLY,21237,3117.65
2009,MARYLAND TRANSIT ADMINISTRATION,NORTHEASTERN SUPPLY,21263,10716.48
2009,MARYLAND AVIATION ADMINISTRATION,NORTHEASTERN SUPPLY,21263,15915.6
2009,DEPARTMENT OF NATURAL RESOURCES,NORTHEASTERN SUPPLY,21263,80.94
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NORTHEASTERN SUPPLY,21237,2794.82
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NORTHEASTERN SUPPLY,21263,8131.67
2009,STATE HIGHWAY ADMIN,PDI SHEETZ CONSTRUCTION CORP,21090,8475849.93
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COLLEGE MANOR INC,21093,58026.29
2009,MOTOR VEHICLE ADMINSTRATION,THE ARC OF MONTGOMERY CO INC,20850,50943.46
2009,MARYLAND TRANSIT ADMINISTRATION,THE ARC OF MONTGOMERY CO INC,20850,95525.11
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THE ARC OF MONTGOMERY CO INC,20852,11165515.1
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",THE ARC OF MONTGOMERY CO INC,20852,4687.76
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,THE ARC OF MONTGOMERY CO INC,20852,259480.71
2009,MARYLAND STADIUM AUTHORITY,LEONARD PAPER COMPANY,21264,82059.64
2009,MARYLAND TRANSIT ADMINISTRATION,LEONARD PAPER COMPANY,21264,98699.42
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LEONARD PAPER COMPANY,21264,12839.05
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,LEONARD PAPER COMPANY,21264,24207.8
2009,BALTIMORE CITY COMMUNITY COLLEGE,LEONARD PAPER COMPANY,21264,382.2
2009,STATE HIGHWAY ADMIN,COMMISSIONERS OF SUDLERSVILLE,21668,23477.53
2009,DEPARTMENT OF NATURAL RESOURCES-CAPITAL,COMMISSIONERS OF SUDLERSVILLE,21668,96596.31
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,COLUMBIA UNION COLLEGE,20912,69333.07
2009,MARYLAND HIGHER EDUCATION COMMISSION,COLUMBIA UNION COLLEGE,20912,1577777
2009,COMPTROLLER OF MARYLAND,EMJAY ENGINEERING AND CONSTRUCTION CO INC,21207,33939
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EMJAY ENGINEERING AND CONSTRUCTION CO INC,21207,15187.61
2009,STATE HIGHWAY ADMIN,C WM HETZER INC,21741,3700219.47
2009,DEPARTMENT OF NATURAL RESOURCES,C WM HETZER INC,21741,940.62
2009,BOARD OF PUBLIC WORKS,HISTORIC ANNAPOLIS INC,21401,543000
2009,MD DEPARTMENT OF PLANNING,HISTORIC ANNAPOLIS INC,21401,37215
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,HISTORIC ANNAPOLIS INC,21401,750
2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,J VINTON SCHAFER & SONS INC,21009,25075195.34
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MONTGOMERY GENERAL HOSPITAL,20832,3641467.66
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MONTGOMERY GENERAL HOSPITAL,20832,15
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,YMCA OF TALBOT CO,21601,9893
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,YMCA OF TALBOT CO,21601,33970.39
2009,STATE HIGHWAY ADMIN,MARYLAND HWYS CONT ASSN INC,21061,59340
2009,MARYLAND TRANSIT ADMINISTRATION,NYQUIST INC,21211,40501.31
2009,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,HISTORICAL SOCIETY OF CARROLL CO MD INC,21157,100000
2009,MARYLAND FOOD CENTER AUTHORITY,GEORGE WILLIAMS STEPHENS JR & ASSOC,21017,16469.17
2009,STATE HIGHWAY ADMIN,GEORGE WILLIAMS STEPHENS JR & ASSOC,21017,266428.38
2009,OFFICE OF ADMINISTRATIVE HEARINGS,WESTFIELD WHEATON,20902,7620.51
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",WESTFIELD WHEATON,90074,102982.5
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WESTFIELD WHEATON,20902,68161.54
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,TRUSTEES WICOMICO CO FREE LIBRARY,21801,872609
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"JOHN W TIEDER, INC",21613,456.23
2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,"JOHN W TIEDER, INC",21613,55471.25
2009,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,"JOHN W TIEDER, INC",21613,237000
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LINWOOD CENTER INC,21043,2668005.79
2009,DEPARTMENT OF HUMAN RESOURCES,LINWOOD CENTER INC,21043,83946.48
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,LINWOOD CENTER INC,21043,183009.99
2009,STATE HIGHWAY ADMIN,HAGERSTOWN GOODWILL INDUSTRIES,21742,427346.52
2009,MOTOR VEHICLE ADMINSTRATION,HAGERSTOWN GOODWILL INDUSTRIES,21742,53497.29
2009,DEPARTMENT OF NATURAL RESOURCES,HAGERSTOWN GOODWILL INDUSTRIES,21742,27789.41
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HAGERSTOWN GOODWILL INDUSTRIES,21742,871117.97
2009,DEPARTMENT OF HUMAN RESOURCES,HAGERSTOWN GOODWILL INDUSTRIES,21742,19482.31
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",HAGERSTOWN GOODWILL INDUSTRIES,21742,10368.15
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,HAGERSTOWN GOODWILL INDUSTRIES,21742,46200.75
2009,MARYLAND HIGHER EDUCATION COMMISSION,NER ISRAEL RABBINICAL COLLEGE,21208,87730
2009,MARYLAND STATE LOTTERY AGENCY,NATIONAL MULTIPLE SCLEROSIS SOCIETY MARYLAND CHAPT,21117,600
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NATIONAL MULTIPLE SCLEROSIS SOCIETY MARYLAND CHAPT,21117,1222980
2009,STATE HIGHWAY ADMIN,WILLIAMS SCOTSMAN INC,60693,11550
2009,MOTOR VEHICLE ADMINSTRATION,WILLIAMS SCOTSMAN INC,60693,16395
2009,MARYLAND TRANSIT ADMINISTRATION,WILLIAMS SCOTSMAN INC,60693,2182.97
2009,MARYLAND AVIATION ADMINISTRATION,WILLIAMS SCOTSMAN INC,60693,15018
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,WILLIAMS SCOTSMAN INC,60693,7045.72
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,WILLIAMS SCOTSMAN INC,60693,120.4
2009,MILITARY DEPARTMENT,VINCES SALES & SERVICE INC,21231,4313.26
2009,STATE HIGHWAY ADMIN,VINCES SALES & SERVICE INC,21231,47766
2009,MARYLAND TRANSIT ADMINISTRATION,VINCES SALES & SERVICE INC,21231,147462.4
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MARYLAND ACADEMY OF SCIENCES,21230,930859
2009,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,ROMMEL ELECTRIC COMPANY,21822,596196
2009,DEPARTMENT OF DISABILITIES,ARC OF BALTIMORE,21212,1153
2009,DEPARTMENT OF GENERAL SERVICES,ARC OF BALTIMORE,21212,140651.13
2009,STATE HIGHWAY ADMIN,ARC OF BALTIMORE,21212,277908.16
2009,MOTOR VEHICLE ADMINSTRATION,ARC OF BALTIMORE,21212,75667.27
2009,MARYLAND TRANSIT ADMINISTRATION,ARC OF BALTIMORE,21212,4744344.37
2009,MARYLAND AVIATION ADMINISTRATION,ARC OF BALTIMORE,21212,218587.34
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ARC OF BALTIMORE,21212,19514389.84
2009,DEPARTMENT OF HUMAN RESOURCES,ARC OF BALTIMORE,21212,1606463.28
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",ARC OF BALTIMORE,21212,15889.65
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ARC OF BALTIMORE,21212,74460.89
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ARC OF BALTIMORE,21212,207296.77
2009,DEPARTMENT OF JUVENILE SERVICES,ARC OF BALTIMORE,21212,419.37
2009,MARYLAND STATE POLICE,ARC OF BALTIMORE,21212,16224
2009,MARYLAND TRANSIT ADMINISTRATION,MILL SUPPLY CO,21206,111839.51
2009,MARYLAND AVIATION ADMINISTRATION,MILL SUPPLY CO,21206,5852.44
2009,MARYLAND INSURANCE ADMINISTRATION,DUNBAR ARMORED INC,21031,4886.04
2009,COMPTROLLER OF MARYLAND,DUNBAR ARMORED INC,21031,96178
2009,DEPARTMENT OF BUDGET AND MANAGEMENT,DUNBAR ARMORED INC,21031,28167.44
2009,MARYLAND PORT ADMINISTRATION,DUNBAR ARMORED INC,21031,17194.41
2009,MOTOR VEHICLE ADMINSTRATION,DUNBAR ARMORED INC,21031,111110.06
2009,MARYLAND TRANSIT ADMINISTRATION,DUNBAR ARMORED INC,21031,3705.59
2009,MARYLAND AVIATION ADMINISTRATION,DUNBAR ARMORED INC,21031,12021.63
2009,DEPARTMENT OF NATURAL RESOURCES,DUNBAR ARMORED INC,21031,909.57
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DUNBAR ARMORED INC,21031,5964.9
2009,DEPARTMENT OF HUMAN RESOURCES,DUNBAR ARMORED INC,21031,22730.56
2009,"DEPARTMENT OF LABOR, LICENSING & REG.",DUNBAR ARMORED INC,21031,9773.97
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,DUNBAR ARMORED INC,21031,7446.56
2009,BALTIMORE CITY COMMUNITY COLLEGE,DUNBAR ARMORED INC,21031,15775.62
2009,DEPARTMENT OF THE ENVIRONMENT,DUNBAR ARMORED INC,21031,4837.92
2009,STATE HIGHWAY ADMIN,RICHARD F KLINE INC,21705,12583349.14
2009,UNINSURED EMPLOYERS FUND,CHESTER RIVER HOSPITAL CENTER,21620,2009.25
2009,MD INST EMERG MEDICAL SERVICE SYSTEMS,CHESTER RIVER HOSPITAL CENTER,21620,1100
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHESTER RIVER HOSPITAL CENTER,21620,2107111.77
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CHESTER RIVER HOSPITAL CENTER,21620,89
2009,MARYLAND HIGHER EDUCATION COMMISSION,CHESTER RIVER HOSPITAL CENTER,21620,9092
2009,DEPARTMENT OF JUVENILE SERVICES,CHESTER RIVER HOSPITAL CENTER,20167,471.3
2009,MARYLAND STATE POLICE,CHESTER RIVER HOSPITAL CENTER,21620,84
2009,MD DEPARTMENT OF PLANNING,GARRETT COUNTY CHAMBER OF COMMERCE,21541,30000
2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,GARRETT COUNTY CHAMBER OF COMMERCE,21541,41356.01
2009,MARYLAND TRANSIT ADMINISTRATION,BALTIMORE AUTO SUPPLY CO,21227,107725.37
2009,MARYLAND AVIATION ADMINISTRATION,BALTIMORE AUTO SUPPLY CO,21227,1668.57
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,BALTIMORE AUTO SUPPLY CO,21227,744.96
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MORGAN CHRISTIAN CHILDCARE CENTER,21239,27153.62
2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,GRACE UNITED METHODIST CHURCH,21613,46609.3
2009,MARYLAND STADIUM AUTHORITY,C N ROBINSON LIGHTING SUPPLY CO,21264,20213.05
2009,MARYLAND FOOD CENTER AUTHORITY,C N ROBINSON LIGHTING SUPPLY CO,21264,574.73
2009,MARYLAND DEPT. OF VETERANS AFFAIRS,C N ROBINSON LIGHTING SUPPLY CO,21275,4087.74
2009,DEPARTMENT OF GENERAL SERVICES,C N ROBINSON LIGHTING SUPPLY CO,21275,317
2009,STATE HIGHWAY ADMIN,C N ROBINSON LIGHTING SUPPLY CO,21275,6010.2
2009,MARYLAND TRANSIT ADMINISTRATION,C N ROBINSON LIGHTING SUPPLY CO,21264,34119.41
2009,MARYLAND AVIATION ADMINISTRATION,C N ROBINSON LIGHTING SUPPLY CO,21264,7417.35
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,C N ROBINSON LIGHTING SUPPLY CO,21264,2778
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,C N ROBINSON LIGHTING SUPPLY CO,21264,10335.78
2009,MARYLAND SCHOOL FOR THE DEAF,C N ROBINSON LIGHTING SUPPLY CO,21275,505
2009,DEPARTMENT OF JUVENILE SERVICES,C N ROBINSON LIGHTING SUPPLY CO,21264,9364.94
2009,MARYLAND STADIUM AUTHORITY,OVERHEAD DOOR CO OF BALTO INC,21227,9083.91
2009,MARYLAND FOOD CENTER AUTHORITY,OVERHEAD DOOR CO OF BALTO INC,21227,923.42
2009,MILITARY DEPARTMENT,OVERHEAD DOOR CO OF BALTO INC,21227,17171.63
2009,COMPTROLLER OF MARYLAND,OVERHEAD DOOR CO OF BALTO INC,21227,1020
2009,DEPARTMENT OF GENERAL SERVICES,OVERHEAD DOOR CO OF BALTO INC,21227,10175.77
2009,STATE HIGHWAY ADMIN,OVERHEAD DOOR CO OF BALTO INC,21227,3555
2009,MARYLAND PORT ADMINISTRATION,OVERHEAD DOOR CO OF BALTO INC,21227,42687
2009,MARYLAND TRANSIT ADMINISTRATION,OVERHEAD DOOR CO OF BALTO INC,21227,9287.5
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,OVERHEAD DOOR CO OF BALTO INC,21227,12884.56
2009,BALTIMORE CITY COMMUNITY COLLEGE,OVERHEAD DOOR CO OF BALTO INC,21227,9703
2009,DEPARTMENT OF JUVENILE SERVICES,OVERHEAD DOOR CO OF BALTO INC,21227,4816
2009,MARYLAND STATE POLICE,OVERHEAD DOOR CO OF BALTO INC,21227,298.66
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,JUNIOR ACHIEVEMENT CENTRAL MD,21117,42757
2009,UNINSURED EMPLOYERS FUND,BALTIMORE WASHINGTON MEDICAL CENTER,21264,2375.11
2009,MARYLAND AVIATION ADMINISTRATION,BALTIMORE WASHINGTON MEDICAL CENTER,21061,1381.16
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BALTIMORE WASHINGTON MEDICAL CENTER,21264,6905107.68
2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,BALTIMORE WASHINGTON MEDICAL CENTER,21264,811.47
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,BALTIMORE WASHINGTON MEDICAL CENTER,21061,14631
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DIAMOND DRUGS INC,20877,350643.05
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CARROLL HOSPITAL CTR LABORATORY,21157,30052.8
