,Year,Agency Name,Vendor Name,Vendor Zip,Amount
41781,2010,STATE HIGHWAY ADMIN,SCAGGS HOMES,20736,741910
41783,2010,MARYLAND TRANSIT ADMINISTRATION,THERMO KING CHESAPEAKE INC,85009,479448
41784,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BALA VIRISAAR PHARMACY INC DBA FREEDOM DRUG,21219,546520
41787,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROCARE AMBULANCE OF MARYLAND,21285,2820274
41795,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,SKB LIMITED PARTNERSHIP/MT. CLARE APTS,04106,2195569
41801,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Q-CARE INC,20871,2159007
41804,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RAI C C MD I-HYATTSVILLE,38148,684420
41807,2010,DEPARTMENT OF THE ENVIRONMENT,RTI ELECTRONICS INC,07004,197488
41811,2010,STATE HIGHWAY ADMIN,INFORMING DESIGN SABRA WANG,15217,205456
41814,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,PLAY STATION DAYCARE & NURSERY,20611,43175
41815,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALPHA DRUGS LLC,20009,1114960
41820,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MEDICAL SUPPLY INC,19029,92483
41821,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,VASC ACCESS CTR PG CTY LLC,19104,390919
41830,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SIVART LLC DBA CARING HEALTH CARE,07836,25533
41843,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALVAREZ & MARSAL,10022,1043795
41844,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,BELVE JONES,21144,2195157
41852,2010,MILITARY DEPARTMENT,GALLS,60122,74884
41859,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BI-STATE PHARMACY,19940,806450
41886,2010,STATE HIGHWAY ADMIN,NUTWELL BROTHERS INC,20776,281630
41887,2010,BOARDS COMMISSIONS & OFFICES,OLE MILL FOUNDATION INC,20775,28155
41893,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DAVITA RL LLC,94160,6968598
41898,2010,MD DEPARTMENT OF AGRICULTURE,GRANDVIEW FARM,21645,964523
41915,2010,DEPARTMENT OF NATURAL RESOURCES,OLDFIELD POINT FARMS LLC,21635,299588
41924,2010,DEPARTMENT OF GENERAL SERVICES,MID ATLANTIC TURF EQUIPMENT,21057,83188
41930,2010,STATE HIGHWAY ADMIN,POLE BUILDINGS PLUS INC,21774,609219
41952,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WHALCON,21822,229134
41955,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,BRADDOCK'S GREENE LLC,43081,1341578
41971,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ORCHARD RIDGE RENTAL III LLC,18704,7125556
41991,2010,STATE HIGHWAY ADMIN,DFI/GANNETT FLEMING,17106,979365
42003,2010,STATE HIGHWAY ADMIN,WELLERS EXCAVATING & UTILITIES,21766,180941
42005,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,SHILOH HOUSE,21643,802246
42021,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PLASCON PACKAGING INC,49686,72795
42037,2010,DEPARTMENT OF NATURAL RESOURCES,ZOBER CONTRACTING SERVICES INC,19901,1565896
42043,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LURIE SURGICAL SERVICES,20033,66389
42045,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,REEDERS FACILITY OPERATIONS LLC,21713,15990887
42057,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANCHOR HEALTHCARE SERVICES/DBA CUMMINGS ENTERPRISE,22116,7522539
42059,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KIDNEY MEDICAL ASSOCIATES,20604,3416461
42060,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COMPLETE RX SERVICES INC,15234,51682
42061,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WALKERSVILLE PHARMACY,21793,4045798
42062,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"NETSMART PUBLIC HEALTH, INC.",11739,666955
42069,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHARON GRAVES PA,21842,668316
42075,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"MTJ AMERICAN , LLC",28630,75027
42078,2010,STATE HIGHWAY ADMIN,HNTB/EBA,22206,393638
42090,2010,STATE HIGHWAY ADMIN,JOHNSON CONTRACTING LLC,21771,36068271
42124,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PARTNERS PHARMACY OF VIRGINIA LLC,23228,999665
42127,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THE SPECIALTY HOSP OF WASH-HADLEY,20032,808498
42128,2010,DEPARTMENT OF HUMAN RESOURCES,"ZOE'S PLACE, INC.",21830,934313
42136,2010,DEPARTMENT OF GENERAL SERVICES,NELSON'S LANDSCAPING PLOWING & CLEANING SERVICES,21163,897620
42144,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KENSINGTON NURSING LLC,20895,13772360
42151,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WEST CECIL HEALTH CENTER,21918,231675
42171,2010,COMPTROLLER OF MARYLAND,EST L K ZIEGLER % J ZIEGLER PR,20175,50445
42172,2010,STATE HIGHWAY ADMIN,INTERCOUNTY CONSTRUCTORS,95077,143683097
42177,2010,"DEPARTMENT OF LABOR, LICENSING & REG.",PRAESES LLC,71101,61872
42183,2010,STATE HIGHWAY ADMIN,WILLIAM F AULT PAV & SEAL LLC,17331,242224
42186,2010,STATE HIGHWAY ADMIN,SOUTHERN MD PAV & SEALCOATING,20676,64203
42224,2010,STATE HIGHWAY ADMIN,OVERLAND CONTRACTING SERVICES,21111,223791
42227,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,LEONARDTOWN SENIOR HOUSING LP,43220,558559
42245,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FRIENDLY PHARMACY,20751,197428
42268,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HOME SOLUTIONS,08244,130312
42273,2010,DEPARTMENT OF HUMAN RESOURCES,FINE LIVING CARE,20746,3058874
42306,2010,MDOT THE SECRETARY'S OFFICE,AUTOMOTIVE RENTALS INC,08054,3463966
42328,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,EDUCATIONAL TESTING SERVICE,08541,16877203
42330,2010,STATE HIGHWAY ADMIN,J FLETCHER CREAMER & SON INC,08037,1909432
42332,2010,STATE HIGHWAY ADMIN,CLEARVIEW LANDSCAPES,21161,406996
42340,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GARY L WOMER,19975,198527
42341,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,D'S PLACE LLC,21678,172664
42347,2010,STATE HIGHWAY ADMIN,RONNIES WELDING,21797,1841740
42355,2010,STATE HIGHWAY ADMIN,BRIAN HUMPHREYS,21154,1114185
42360,2010,STATE HIGHWAY ADMIN,RALPH A POLLEN JR,20837,316934
42370,2010,DEPARTMENT OF GENERAL SERVICES,JOHN GREENWALT LEE CO,21404,7970033
42373,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GEORGE R ZIELEZINSKI,21814,54039
42378,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DELOUISE A COBEY,20662,55119
42392,2010,STATE HIGHWAY ADMIN,CULLINS LIME & FERTILIZER,20624,499546
42428,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,VICTORIA HERRING,20796,49686
42430,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COUNTRY GARDENS ASSISTED LIVING,20777,2381505
42432,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,"ABELL, DAVID F. & RUTH M",20650,131962769
42437,2010,STATE HIGHWAY ADMIN,DON SMITH,21051,31605
42439,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JAMES NGUMELA TANSINDA  MD,21041,9132825
42454,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CALVARY JACK O A T,21034,321690
42469,2010,STATE HIGHWAY ADMIN,DONALD L WOOD,20758,657260
42480,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANGEL SMITH,20567,27509
42485,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,DONALD & JENNY TOADVINE/THERMAL EXTERIORS,21659,145024
42487,2010,COMPTROLLER OF MARYLAND,KIMBERLY & JAMIE CHAAPEL,34997,25640
42489,2010,STATE HIGHWAY ADMIN,JESSE D TOMS,17320,130905
42498,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,OLLIE THOMAS/CHARLES CO DEPT OF COMM SERVICES,20677,4493572
42507,2010,MD DEPARTMENT OF AGRICULTURE,HAROLD L CARBAUGH,21722,1909182
42511,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RONALD F RUSSUM,21639,718582
42512,2010,MD DEPARTMENT OF AGRICULTURE,RONALD D SPIERING,21636,63851
42523,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LYNN D TODD,21672,39360
42542,2010,DEPARTMENT OF NATURAL RESOURCES,WILLIAM T CALLOWAY JR,21837,2376163
42549,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BETTY RUHE,21660,9544494
42550,2010,STATE HIGHWAY ADMIN,WARREN HOMBERG,20608,55738
42568,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEBORAH NELSON MA,20617,136100
42575,2010,MD DEPARTMENT OF AGRICULTURE,DANIEL T RAYNE,21874,209261
42584,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COMMUNITY SUPPORT SYSTEM,20613,2004274
42599,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ED OR PHYLLIS JAMES,21648,49034
42600,2010,MD DEPARTMENT OF AGRICULTURE,RONALD T FISHER SR,21840,125822
42606,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CATHERINE O. DAY,20658,205534
42615,2010,COMPTROLLER OF MARYLAND,TALON PRINTING RESOURCES,21013,182111
42625,2010,MD DEPARTMENT OF AGRICULTURE,BRUCE M SCHRADER,21640,83227
42626,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,"JOHNSON, GLENN J",21029,5007822
42639,2010,MD DEPARTMENT OF AGRICULTURE,MICHAEL K STRITE,21755,271816
42646,2010,STATE HIGHWAY ADMIN,JOHN WHORTON,21555,121682
42666,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"J ATKINSON GRAHAM, D PHIL",20007,1816479
42671,2010,STATE HIGHWAY ADMIN,R WAYNE TOME JR,21903,8775254
42681,2010,MD DEPARTMENT OF AGRICULTURE,MATTHEW  HOFF,21776,4302569
42690,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CYNTHIA DAWN PIASECKI,20695,2917267
42695,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DARLA CHERRY,21531,617501
42718,2010,STATE HIGHWAY ADMIN,DELMARVA PEST ELIMINATION INC,21409,129560
42737,2010,STATE HIGHWAY ADMIN,STEVE RICE,17313,161778
42749,2010,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,CARLTON BOYLE,21657,131042
42757,2010,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,JOHN WILLIAMS JR,21791,566491
42777,2010,STATE HIGHWAY ADMIN,WILLIS V FOWLER,20754,765860
42792,2010,STATE HIGHWAY ADMIN,RAYMOND M NORRIS,20619,1982245
42803,2010,MD DEPARTMENT OF AGRICULTURE,JASON L SHEUBROOKS,21668,352382
42824,2010,DEPARTMENT OF NATURAL RESOURCES,FRANCIS R GODDARD,20674,116088
42839,2010,OFFICE OF THE PUBLIC DEFENDER,JOHN CALHOUN,21022,277440
42855,2010,COMPTROLLER OF MARYLAND,LAURENCE B GLASSER,06810,29967
42859,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WILLIAM E MILLER,21047,3383054
42866,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHIRLEY QUADE,20711,1147356
42885,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CAROL J PROCTOR,21835,196640
42891,2010,OFFICE OF THE PUBLIC DEFENDER,JENNIFER L AUSTIN,21046,52819171
42922,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THOMAS SCIENTIFIC,08085,43933
42938,2010,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,ANDREW L CROCKETT JR,21871,30581103
42953,2010,STATE HIGHWAY ADMIN,MOBILL WELDING,25401,77742
42971,2010,STATE HIGHWAY ADMIN,SIMPKINS FARMS MULCH,21651,455256
42974,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,OLGA SHOKHIREVA,20851,11517302
42977,2010,MD DEPARTMENT OF AGRICULTURE,WILLIAM A MOORE JR,21625,351610
42999,2010,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,ANTONIO TOBIAS MENDEZ,21758,96666
43035,2010,MARYLAND TRANSIT ADMINISTRATION,BOB PIOTROWSKI SERVICES,21104,3542338
43074,2010,MD DEPARTMENT OF AGRICULTURE,BILLY SHORTALL,21673,507028
43103,2010,COMPTROLLER OF MARYLAND,EST B FLOM % P SHAPIRO & F FINA,92130,71821
43112,2010,STATE HIGHWAY ADMIN,JOAN RALEY,20609,54290
43126,2010,STATE HIGHWAY ADMIN,LANA TRUCKING,17327,272807
43130,2010,MD DEPARTMENT OF AGRICULTURE,PAUL E BAKER,20842,111002
43133,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANNA M KLUMPP,21667,101515
43153,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BECTON DICKINSON & COMPANY,07417,369029
43161,2010,DEPARTMENT OF NATURAL RESOURCES,E J BROOKS COMPANY,07192,155120
43190,2010,MD DEPARTMENT OF AGRICULTURE,JONATHAN C QUINN,21912,97486
43197,2010,STATE HIGHWAY ADMIN,EDWARDS & KELCEY INC,07962,180554
43200,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WILLIAM J BARRISH,19968,53639
43203,2010,STATE HIGHWAY ADMIN,ELKTON GAS,31107,355077
43207,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,DOUGLASS INDUSTRIES INC,08215,62326
43209,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,PRAISER INDUSTRIES INC,07503,73869
43210,2010,MARYLAND STADIUM AUTHORITY,EASTERN LIFT TRUCK CO INC,08052,35965
43213,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NEW ENGLAND MOTOR FREIGHT,07207,81144
43215,2010,MD DEPARTMENT OF PLANNING,CANON BUSINESS SOLUTIONS-SOUTHEAST INC,08016,1401
43223,2010,MARYLAND AVIATION ADMINISTRATION,RICCI BROTHERS SAND CO INC,08349,63326
43227,2010,COMPTROLLER OF MARYLAND,MATHTECH INC,08512,576734
43232,2010,MD DEPARTMENT OF PLANNING,CLEAN VENTURE,07206,391788
43238,2010,MARYLAND TRANSIT ADMINISTRATION,THE GUN SHOP,08088,444473
43244,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ASSOCIATED SEDAN AND COURIER,21638,2563826
43246,2010,STATE HIGHWAY ADMIN,DENVILLE LINE PAINTING INC,07866,3060510
43248,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNIVERSAL NUTRITION,08901,52092
43250,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,STONECROFT ASSOCIATES,08053,2799165
43251,2010,MARYLAND TRANSIT ADMINISTRATION,RAILROAD CONSTRUCTORS INC,08066,63800
43252,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BIO REFERENCE LABORATORIES,07407,193040
43261,2010,COMPTROLLER OF MARYLAND,AT&T,60507,50877
43270,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,SHAWN M SYLVIA,19973,4395331
43280,2010,DEPARTMENT OF INFORMATION TECHNOLOGY,RCC CONSULTANTS INC,19195,115982
43282,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,VILLAGE DISTRIBUTORS,08701,34471
43318,2010,UNINSURED EMPLOYERS FUND,BYRAM HEALTHCARE CENTERS INC,10605,50763
43321,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,REID ENTERPRISES,08753,29665
43325,2010,STATE HIGHWAY ADMIN,MAJOR POLICE SUPPLY,07847,73963
43334,2010,DEPARTMENT OF DISABILITIES,SHI INTERNATIONAL CORP,08854,20397
43377,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ARC MEDICAL INC,30084,20605385
43384,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DENTRUST DENTAL PA,18947,697
43385,2010,DEPARTMENT OF JUVENILE SERVICES,DENTRUST DENTAL PA,18976,108245
43386,2010,MARYLAND TRANSIT ADMINISTRATION,THE JANEK CORP,08087,118045
43387,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,DAUPHIN,07005,557841
43388,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,C TECH ASSOCIATES INC,07871,39437
43390,2010,MD DEPARTMENT OF AGRICULTURE,EVERGREEN CAPITAL ADVISORS INC,08542,91560
43391,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"THE SHOE SALES, INC",07746,374386
43392,2010,OFFICE OF THE ATTORNEY GENERAL,VERIZON WIRELESS,60677,1512051
43393,2010,BOARD OF PUBLIC WORKS,VERIZON WIRELESS,18002,1998099
43426,2010,MARYLAND STATE POLICE,ORCHID CELLMARK INC,08540,84194
43427,2010,DEPARTMENT OF THE ENVIRONMENT,"INTELLIGENT DECISIONS SYSTEMS, INC.",07024,71390
43429,2010,STATE HIGHWAY ADMIN,SUBURBAN PROPANE,16045,5728
43434,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,EDGECO. INC.,07444,30170
43435,2010,DEPARTMENT OF JUVENILE SERVICES,EDISON PROPERTIES LLC,07102,553210
43441,2010,STATE HIGHWAY ADMIN,POTOMAC CROSSING CONSULTANTS,22314,4316592
43446,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,STERLING MEDICAL SERVICES,08057,156768
43447,2010,MARYLAND DEPT. OF AGING,PROFORMA,45264,2275737
43453,2010,STATE HIGHWAY ADMIN,STUYVESANT PARTNERS,07030,81909
43455,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,METLIFE HOME LOANS/DIVISION OF METLIFE BANK NA,75063,179000
43457,2010,MARYLAND AVIATION ADMINISTRATION,EAST COAST EMERGENCY LIGHTING INC,08902,79201
43459,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CSS INC,08043,396049
43461,2010,DEPARTMENT OF NATURAL RESOURCES,PBV OF SALISBURY LLC,28260,341715
43464,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RECOVER CARE LLC,45202,357401
43487,2010,COMPTROLLER OF MARYLAND,FISHER GROUP,07802,29767
43506,2010,MARYLAND STATE LOTTERY AGENCY,WHITESAND CONSULTING INC,08401,493062
43507,2010,MARYLAND STATE LOTTERY AGENCY,"SPECTRUM GAMING GROUP, LLC",08221,2354511
43515,2010,MARYLAND TRANSIT ADMINISTRATION,"COACHWORKS, LLC",21105,324389
43518,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,SECURITY DETECTION INC,01702,290761
43527,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,STEVEN T TEE MD,20016,1768499
43551,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHAMBERSBURG HOSPITAL,17201,1987202
43556,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,HERSHEY CREAMERY CO,22601,317235
43563,2010,MARYLAND PORT ADMINISTRATION,AAA MID-ATLANTIC,19801,132031
43566,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GLAXOSMITHKLINE,30374,813189
43584,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,JOHN R WALD CO INC,16652,457580
43585,2010,STATE HIGHWAY ADMIN,GA & FC WAGMAN INC,17405,29372972
43586,2010,DEPARTMENT OF HUMAN RESOURCES,WOODS SERVICES,19047,228814
43587,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,POLYCLINIC MEDICAL CENTER,17110,42029
43589,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,GETTYSBURG HOSPITAL,17403,135747
43593,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WAYNESBORO HOSPITAL,85318,189628
43594,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WAYNESBORO HOSPITAL,17268,305288
43596,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEVEREUX FOUNDATION,19171,85013
43597,2010,DEPARTMENT OF HUMAN RESOURCES,DEVEREUX FOUNDATION,19085,235168
43598,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,DEVEREUX FOUNDATION,06793,63345
43599,2010,DEPARTMENT OF JUVENILE SERVICES,DEVEREUX FOUNDATION,30152,127809
43600,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,PENNSYLVANIA COLL OF OPTOMETRY/SALUS UNIVERSITY,19027,254186
43603,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FEESERS FOOD DISTRIBUTORS,17111,3929817
43606,2010,STATE HIGHWAY ADMIN,BRINJAC ENGINEERING INC,17108,202760
43610,2010,MARYLAND STADIUM AUTHORITY,J C EHRLICH CO INC,19612,119737
43621,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNITED FABRICS INC,08110,198313
43622,2010,DEPARTMENT OF NATURAL RESOURCES,HERR FOODS INC,19362,82184
43634,2010,MARYLAND STADIUM AUTHORITY,DUREX COVERINGS INC,17508,92796
43639,2010,DEPARTMENT OF BUDGET AND MANAGEMENT,NCO FINANCIAL SYSTEMS INC,19044,66639
43642,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,TRI-STATE ENVELOPE CORPORATION,17921,84812
43644,2010,STATE HIGHWAY ADMIN,MCCORMICK TAYLOR & ASSOCIATES INCORPORATED,19103,4286771
43646,2010,MARYLAND TRANSIT ADMINISTRATION,THE ROWLAND CO,19144,238103
43647,2010,MARYLAND DEPT. OF VETERANS AFFAIRS,SERVICE TIRE TRUCK CENTERS,18017,28503
43652,2010,STATE HIGHWAY ADMIN,HAINES & KIBBLEHOUSE INC,19474,319733
43653,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GAUDENZIA INC,19401,8191879
43658,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,RESOURCES FOR HUMAN DEVELOPMENT,19010,10
43659,2010,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,BOB SMITH CONTRACTORS INC,17603,3438873
43664,2010,DEPARTMENT OF THE ENVIRONMENT,SUSQUEHANNA RIVER BASIN COMMISSION,17102,1453072
43665,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DIAKON LUTHERAN SOCIAL MINISTRIES,17055,5307338
43669,2010,MARYLAND TRANSIT ADMINISTRATION,"TRELLEBORG INDUSTRIAL AVS, INC",49090,66202
43672,2010,STATE HIGHWAY ADMIN,COLLINSON INC,19480,1691469
43673,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KEYSTONE SERVICES OF MARYLAND,17101,108155
43688,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KARETAS FOODS INC,19605,561539
43695,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NEARBY EGGS,17311,370449
43699,2010,STATE HIGHWAY ADMIN,G E RICHARDS GRAPHIC SUPPLIES,17538,61068
43703,2010,DEPARTMENT OF HUMAN RESOURCES,"CONCERN - PROFESSIONAL FOR CHILDREN AND YOUTH, INC",19522,2901850
43705,2010,MARYLAND TRANSIT ADMINISTRATION,ROHRER BUS SERVICE,17020,6011162
43707,2010,DEPARTMENT OF GENERAL SERVICES,ATLANTIC TACTICAL,17070,1198617
43713,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,BLODKHOUSE,17402,67760
43716,2010,MILITARY DEPARTMENT,COMCAST,19398,48213
43719,2010,MARYLAND STATE POLICE,PHOENIX PETROLEUM CO,19087,1107180
43720,2010,STATE HIGHWAY ADMIN,SIX M COMPANY INC,17314,15946226
43722,2010,MARYLAND STATE POLICE,PROFESSIONAL HEALTH SERVICES INC,19083,156952
43724,2010,BALTIMORE CITY COMMUNITY COLLEGE,ICM DISTRIBUTING CO INC,44194,316576
43731,2010,DEPARTMENT OF HUMAN RESOURCES,HARRISON ENTERPRISES,19320,201302
43733,2010,MARYLAND ENVIRONMENTAL SERVICES-CAPITAL,JOHNSTON CONSTRUCTION CO,17315,320424
43736,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,BRODART COMPANY,17701,209786
43739,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ERICA CROSS,21562,715040
43740,2010,MARYLAND TRANSIT ADMINISTRATION,"FIRING LINE, INC",19147,110026
43744,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LAWALL PROSTHETICS,19803,35485
43746,2010,COMPTROLLER OF MARYLAND,LASER IMAGING SYSTEMS INC,17345,103693
43754,2010,MARYLAND PUBLIC TELEVISION,FOREST INCENTIVES,19090,300154
43758,2010,DEPARTMENT OF GENERAL SERVICES- CAPITAL,L S LEE INC,17404,6735
43759,2010,MARYLAND STATE RETIREMENT AGENCY,FINANCIAL CONTROL SYSTEMS INC,19317,714364
43762,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,PERRYWOOD GARDEN APARTMENTS,19038,1138535
43763,2010,MARYLAND TRANSIT ADMINISTRATION,DELAWARE CAR CO,19899,140794
43768,2010,MARYLAND TRANSIT ADMINISTRATION,"UTC/RAIL & AIRSOURCES, INC.",19070,40600
43769,2010,MARYLAND TRANSIT ADMINISTRATION,"R/W CONNECTION, INC",17575,41987
43771,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"MARCHO FARMS, INC",19438,66234
43774,2010,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,CLR DESIGN INC,19107,121969
43783,2010,MARYLAND DEPT. OF VETERANS AFFAIRS,DOCUTECH,18974,99133
43790,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AMERICAN DIAGNOSTICS SERVICES INC,08109,28022
43791,2010,STATE HIGHWAY ADMIN,PENNSY SUPPLY INC,17104,193451
43792,2010,UNINSURED EMPLOYERS FUND,NATIONAL REHAB EQUIPMENT INC,15108,48732
43804,2010,DEPARTMENT OF HUMAN RESOURCES,"KIDSPEACE NATIONAL CENTERS OF NORTH AMERICA, INC.",18069,1648790
43805,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,"KIDSPEACE NATIONAL CENTERS OF NORTH AMERICA, INC.",18078,15
43806,2010,MARYLAND PUBLIC TELEVISION,"MCPHERSON ASSOCIATES, INC.",19355,574914
43809,2010,MARYLAND PORT ADMINISTRATION,JTS ASSOCIATES,18902,38775
43810,2010,STATE HIGHWAY ADMIN,LANCASTER PROPANE GAS INC,17601,296145
43826,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DIAL MEDICAL SUPPLY,19425,151631
43829,2010,MARYLAND TRANSIT ADMINISTRATION,MOTIVEPOWER INC,83716,21262126
