,Year,Agency Name,Vendor Name,Vendor Zip,Amount
21826,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHANDLERS MEDICAL INC,20784,6830310
21828,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CAPITAL CREDIT INC,94188,38689
21841,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"HIR & ASSOCIATES, LLC",60093,44631
21844,2009,MILITARY DEPARTMENT,NATIONAL BUSINESS FURNITURE,53203,31255
21851,2009,STATE HIGHWAY ADMIN,NUTWELL BROTHERS INC,20776,35215
21860,2009,MARYLAND PUBLIC TELEVISION,"MADSTONE PRODUCTIONS, LLC",10003,200000
21862,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CHILDREN'S LEARN AND PLAY CTR,21505,27049
21869,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RASHID M KHAN MD,20744,11072596
21917,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ORCHARD RIDGE III LLC & CHICAGO TITLE INSURANCE CO,18704,3705397
21925,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SMALL SMILES OF BALTIMORE PC,81003,362054
21927,2009,STATE HIGHWAY ADMIN,BARTON AERIAL TECHNOLOGIES LLC,43068,34645
21930,2009,STATE HIGHWAY ADMIN,DFI/GANNETT FLEMING,17106,878569
21944,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,SHILOH HOUSE,21643,1364971
21960,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,PLASCON PACKAGING INC,49686,52203
21976,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LURIE SURGICAL SERVICES,20033,70819
21978,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,REEDERS FACILITY OPS LLC,21713,13855501
21990,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANCHOR HEALTHCARE SERVICES/DBA CUMMINGS ENTERPRISE,22116,8470065
21993,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COMPLETE RX SERVICES INC,15234,52924
21998,2009,STATE HIGHWAY ADMIN,PROSHOT CONCRETE INC,35630,655084
21999,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WALKERSVILLE PHARMACY,21793,3944387
22006,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHARON GRAVES PA,21842,718775
22056,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PARTNERS PHARMACY OF VIRGINIA LLC,23228,365133
22057,2009,DEPARTMENT OF JUVENILE SERVICES,BRAY ASSOCIATES LLC,33706,37609
22072,2009,COMPTROLLER OF MARYLAND,NELSON'S LANDSCAPING PLOWING & CLEANING SERVICES,21163,793240
22080,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KENSINGTON NURSING LLC,20895,13812120
22090,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ABERDEEN DIALYSIS,19178,57003310
22092,2009,STATE HIGHWAY ADMIN,INTERCOUNTY CONSTRUCTORS,95077,104644373
22098,2009,"DEPARTMENT OF LABOR, LICENSING & REG.","PRAESES, LLC",71101,167129
22104,2009,STATE HIGHWAY ADMIN,WILLIAM F AULT PAV & SEAL LLC,17331,219281
22154,2009,DEPARTMENT OF HUMAN RESOURCES,A & J SHRYOCK LLC,20659,520100
22155,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BHAGYAS FRIENDLY PHARMACY INC,20751,106111
22182,2009,DEPARTMENT OF HUMAN RESOURCES,FINE LIVING CARE,20746,2209247
22185,2009,MARYLAND STADIUM AUTHORITY,ARAMARK UNIFORM SERVICES,08034,85355
22216,2009,MDOT THE SECRETARY'S OFFICE,AUTOMOTIVE RENTALS INC,08054,2639398
22246,2009,STATE HIGHWAY ADMIN,ALLEN K BELT,20839,34515
22247,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GARY WOMER,19975,147595
22251,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,D'S PLACE LLC,21678,173050
22262,2009,STATE HIGHWAY ADMIN,RALPH A POLLEN JR,20837,707907
22270,2009,DEPARTMENT OF GENERAL SERVICES,JOHN GREENWALT LEE CO,21404,30584153
22274,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GEORGE ZIELEZINSKI,21814,622269
22277,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DELOUISE A COBEY,20662,27181
22286,2009,STATE HIGHWAY ADMIN,CULLINS LIME & FERTILIZER,20624,83830
22292,2009,STATE HIGHWAY ADMIN,FRIENDCO,21520,1345303
22299,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LAURE WELEBOB,21132,79631
22320,2009,MD DEPARTMENT OF AGRICULTURE,WILLIAM C WERNIG,21154,805946
22323,2009,OFFICE OF THE PUBLIC DEFENDER,HELEN ANN HARDY,21082,32862
22324,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COUNTRY GARDENS ASSISTED LIVING,20777,1887569
22325,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,"ABELL, DAVID F. & RUTH M",20650,144700612
22332,2009,COMPTROLLER OF MARYLAND,WILLIAM DAVID TAYLOR,21602,26981
22333,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JAMES NGUMELA TANSINDA  MD,21041,11048368
22349,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ROBERT HARRIS,21053,32190
22371,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANGEL SMITH,20567,33225
22391,2009,MD DEPARTMENT OF AGRICULTURE,HAROLD L CARBAUGH,21722,339285
22405,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,I CALL 4 HELP LLC DBA RESPONSE,20878,20812454
22414,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LYNN D TODD,21672,36518
22435,2009,STATE HIGHWAY ADMIN,CORNWELL REMODELING & REST,21766,77465
22442,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MINA SAUNDERS,20724,162697
22452,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEBORAH NELSON MA,20617,34000
22454,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,NICHOLE BORDLEY,21639,774027
22455,2009,MD DEPARTMENT OF AGRICULTURE,KEITH E WARNER,21757,44074
22467,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COMMUNITY SUPPORT SYSTEM,20613,682652
22482,2009,ENERGY ADMINISTRATION,ED JAMES,21648,60476
22491,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CATHERINE O. DAY,20658,35465
22492,2009,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,DOUGLAS W FORNWALD,21778,109606
22498,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHHAYA PATEL,21903,7131593
22500,2009,COMPTROLLER OF MARYLAND,TALON PRINTING RESOURCES,21013,372028
22507,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,"JOHNSON, GLENN J",21029,6121169
22514,2009,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,THELBERT F RAMSAY,21871,29889253
22515,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEBORAH R GOOTEE,21631,1176894
22522,2009,STATE HIGHWAY ADMIN,JOHN WHORTON,21555,117861
22523,2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,TARA S HOLL,20833,964654
22524,2009,COMPTROLLER OF MARYLAND,W GEORGE CHOPORIS,21140,138478
22530,2009,STATE HIGHWAY ADMIN,BRUCE M DUMLER,21797,757427
22534,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CYNTHIA T DUNN,20688,3514772
22535,2009,MD DEPARTMENT OF AGRICULTURE,J SCOTT DULIN,21617,53231697
22553,2009,MD DEPARTMENT OF AGRICULTURE,MATTHEW  HOFF,21776,3159978
22559,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CYNTHIA DAWN PIASECKI,20695,1719092
22579,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,JUANITA PINKETT/THERMAL EXTERIORS,21869,152083
22583,2009,STATE HIGHWAY ADMIN,DELMARVA PEST ELIMINATION INC,21409,74580
22592,2009,DEPARTMENT OF NATURAL RESOURCES,JAMES S HARDING SR,21659,52877
22603,2009,STATE HIGHWAY ADMIN,STEVE RICE,17313,42197
22636,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JOYCE HAWKINS,20676,27857
22640,2009,STATE HIGHWAY ADMIN,RAYMOND M NORRIS,20619,1325323
22650,2009,DEPT OF AGRICULTURE -  CAPITAL PROJECTS,TIMOTHY M WRIGHT,21837,1793273
22683,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALLCARE ASSIST LIVING AT BELVIDERE,21904,260718
22688,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHIRLEY QUADE,20711,168751
22693,2009,MD DEPARTMENT OF AGRICULTURE,JAY MCGINNIS,21161,723773
22696,2009,MD DEPARTMENT OF AGRICULTURE,MARK S DREW,21813,42852
22707,2009,OFFICE OF THE PUBLIC DEFENDER,SANDRA L STRISSEL,20622,4104129
22735,2009,MD DEPARTMENT OF AGRICULTURE,WILLIAM A MOORE SR,21660,7846975
22748,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,"REDMER, FRED",21835,64019
22757,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,MARIE LAIRD,21838,5063063
22760,2009,STATE HIGHWAY ADMIN,EDWARD E BACH,21536,6069532
22761,2009,STATE HIGHWAY ADMIN,MOBILL WELDING,25401,65803
22778,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SCHUYLER HOUSE,21623,80918
22789,2009,DEPARTMENT OF NATURAL RESOURCES,ROGER MORRIS,21622,35864
22816,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARLEA MANOR ASSISTED LIVING,21087,191757
22820,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,NED T PERRY,21771,41160291
22833,2009,MARYLAND TRANSIT ADMINISTRATION,BOB PIOTROWSKI SERVICES,21104,430570
22865,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RUTH WAUL,20685,233999
22880,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,KENNETH SCOTT/R FREDERICK & SON BUILDING,21619,132000
22905,2009,OFFICE OF THE PUBLIC DEFENDER,MICHAEL J RICHARDSON,21840,29900
22906,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EUNICE SHEPPARD,21774,144414
22913,2009,STATE HIGHWAY ADMIN,LANA TRUCKING,17327,102044
22918,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANNA M KLUMPP,21667,111220
22919,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CAROL DUNSTAN,21131,324471
22960,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PATRICIA R ATWOOD,21531,239768
22968,2009,COMPTROLLER OF MARYLAND,PNC INSTITUTIONAL INVESTMENTS,15219,178
22969,2009,STATE HIGHWAY ADMIN,PNC INSTITUTIONAL INVESTMENTS,15222,3322018
22973,2009,MARYLAND AVIATION ADMINISTRATION,WACHOVIA BANK NA,30363,40278
22986,2009,STATE HIGHWAY ADMIN,EDWARDS & KELCEY INC,07962,478161
22990,2009,MARYLAND PORT ADMINISTRATION,DONJON MARINE COMPANY INC.,07205,605839
22997,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,DOUGLASS INDUSTRIES INC,08215,55983
23000,2009,MARYLAND STADIUM AUTHORITY,EASTERN LIFT TRUCK CO INC,08052,110099
23006,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NEW ENGLAND MOTOR FREIGHT,07207,43331
23007,2009,DEPARTMENT OF HUMAN RESOURCES,"FOR YOUTH ENTERPRISE, INC.",20731,713474
23009,2009,MOTOR VEHICLE ADMINSTRATION,OPEX CORPORATION,08057,298513
23024,2009,MARYLAND AVIATION ADMINISTRATION,"RICCI BROTHERS SAND CO., INC.",08349,38564
23027,2009,COMPTROLLER OF MARYLAND,MATHTECH INC,08512,711552
23031,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MATHEMATICA POLICY RESEARCH INC,08543,203423
23032,2009,MD DEPARTMENT OF PLANNING,CLEAN VENTURE,07206,481550
23038,2009,DEPARTMENT OF GENERAL SERVICES,THE GUN SHOP,08088,492462
23045,2009,MARYLAND TRANSIT ADMINISTRATION,CARBONE OF AMERICA CORP,07005,599767
23046,2009,STATE HIGHWAY ADMIN,DENVILLE LINE PAINTING INC,07866,3429868
23047,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNIVERSAL NUTRITION,08901,50857
23049,2009,MARYLAND TRANSIT ADMINISTRATION,PERMADUR INDUSTRIES INC,08876,33525
23050,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,STONECROFT ASSOCIATES,08053,2730178
23051,2009,MARYLAND TRANSIT ADMINISTRATION,RAILROAD CONSTRUCTORS INC,08066,83863
23052,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BIO REFERENCE LABORATORIES,07407,150293
23062,2009,COMPTROLLER OF MARYLAND,A T & T,60507,1436
23073,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,SHAWN M SYLVIA,19973,1372373
23074,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INTERIM PHYSICIANS LLC,63141,157175
23083,2009,DEPARTMENT OF BUDGET AND MANAGEMENT,RCC CONSULTANTS INC,19195,66801
23084,2009,DEPARTMENT OF INFORMATION TECHNOLOGY,RCC CONSULTANTS INC,07095,85890
23091,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,VILLAGE DISTRIBUTORS,08701,190625
23113,2009,STATE HIGHWAY ADMIN,RICOH AMERICAS CORPORATION,30348,3264
23128,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,SPORT SUPPLY GROUP INC,75209,27040
23129,2009,BALTIMORE CITY COMMUNITY COLLEGE,SPORT SUPPLY GROUP INC,24002,313
23132,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,WACHOVIA MORTGAGE CORP.,27607,36000
23134,2009,BALTIMORE CITY COMMUNITY COLLEGE,FITNESS LIFESTYLES,07712,109442
23135,2009,STATE HIGHWAY ADMIN,INTERNATIONAL ELECTRONIC MACH CORP,12180,148950
23136,2009,STATE HIGHWAY ADMIN,TRAUNER CONSULTING SERVICES,19103,4262071
23138,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,REID ENTERPRISES,08753,32003
23140,2009,DEPARTMENT OF GENERAL SERVICES,GENERAL SALES ADMINISTRATION,07847,68492
23155,2009,STATE BOARD OF ELECTIONS,SHI INTERNATIONAL CORP,08854,71023
23191,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SUCCESS ADVERTISING INC,07054,1533199
23193,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ARC MEDICAL INC,30084,14405120
23209,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DENTRUST DENTAL PA,18947,1001
23210,2009,DEPARTMENT OF JUVENILE SERVICES,DENTRUST DENTAL PA,18976,97400
23211,2009,MARYLAND TRANSIT ADMINISTRATION,THE JANEK CORP,08087,94220
23215,2009,MARYLAND TRANSIT ADMINISTRATION,EMCOM SYSTEMS,08610,30649
23216,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEMOPHILIA RESOURCES OF AMERICA INC,07058,91931
23218,2009,MD DEPARTMENT OF AGRICULTURE,EVERGREEN CAPITAL ADVISORS INC,08542,50309
23219,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"THE SHOE SALES, INC",07746,647531
23222,2009,BOARD OF PUBLIC WORKS,VERIZON WIRELESS,18002,12711369
23256,2009,MARYLAND TRANSIT ADMINISTRATION,BERGEN AUTO UPHOLSTERY CO INC,07608,25842
23258,2009,MARYLAND STATE POLICE,ORCHID CELLMARK INC,08540,367069
23259,2009,MARYLAND TRANSIT ADMINISTRATION,PHOENIX SALES AND SERVICE       CORP,07728,219550
23260,2009,MD INST EMERG MEDICAL SERVICE SYSTEMS,SUBURBAN PROPANE AR CENTER,16045,12072
23263,2009,DEPARTMENT OF HUMAN RESOURCES,SUBURBAN PROPANE AR CENTER,19903,247239
23266,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,EDGECO. INC.,07444,61233
23268,2009,STATE HIGHWAY ADMIN,MAP TEXT INC,08536,66312
23275,2009,MARYLAND DEPT. OF AGING,PROFORMA,45264,308317
23284,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,METLIFE HOME LOANS/DIVISION OF METLIFE BANK NA,75063,160500
23285,2009,MARYLAND AVIATION ADMINISTRATION,EAST COAST EMERGENCY LIGHTING INC,08902,138818
23288,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CSS TEST INC,08043,73185
23293,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"RECOVERCARE, LLC",19020,63211
23294,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EMERG PHYS ASSOC OF MD,17604,378373
23339,2009,MARYLAND TRANSIT ADMINISTRATION,PROTRAN1 LLC (PTSF),08037,46400
23341,2009,MARYLAND STATE LOTTERY AGENCY,WHITESAND CONSULTING INC,08401,52652
23342,2009,MARYLAND STATE LOTTERY AGENCY,"SPECTRUM GAMING GROUP, LLC",08221,125761
23351,2009,MARYLAND TRANSIT ADMINISTRATION,"COACHWORKS, LLC",21105,4933959
23357,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,STEVEN T TEE MD,20016,1767114
23377,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHAMBERSBURG HOSPITAL,17201,504689
23383,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,HERSHEY CREAMERY CO,22601,456732
23384,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HYDROL CHEMICAL CO,19050,35984
23390,2009,MARYLAND PORT ADMINISTRATION,AAA MID-ATLANTIC,19801,107293
23395,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GLAXOSMITHKLINE,30374,712165
23414,2009,MARYLAND STATE POLICE,CUMBERLAND PETROLEUM CORP,15537,30854
23415,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,JOHN R WALD CO INC,16652,614134
23416,2009,STATE HIGHWAY ADMIN,GA & FC WAGMAN INC,17405,48204954
23417,2009,DEPARTMENT OF HUMAN RESOURCES,WOODS SERVICES,19047,104400
23418,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,POLYCLINIC MEDICAL CENTER,17110,26263
23420,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,GETTYSBURG HOSPITAL,17403,627862
23427,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WAYNESBORO HOSPITAL,85318,68130
23428,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,WAYNESBORO HOSPITAL,17268,8676992
23430,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEVEREUX TEXAS PHARMACY,77573,38986
23431,2009,DEPARTMENT OF HUMAN RESOURCES,DEVEREUX TEXAS PHARMACY,19085,176550
23432,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,DEVEREUX TEXAS PHARMACY,30152,213419
23434,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,PENNSYLVANIA COLL OF OPTOMETRY/SALUS UNIVERSITY,19027,194765
23440,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FEESERS INC,17111,4927944
23443,2009,STATE HIGHWAY ADMIN,BRINJAC ENGINEERING INC,17108,134688
23447,2009,DEPARTMENT OF GENERAL SERVICES,J C EHRLICH CO INC,19612,35016
23455,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNITED FABRICS INC,08110,182571
23457,2009,DEPARTMENT OF NATURAL RESOURCES,HERR FOODS INC,19362,123788
23466,2009,MARYLAND STADIUM AUTHORITY,DUREX COVERINGS INC,17508,135475
23470,2009,BOARDS COMMISSIONS & OFFICES,NCO FINANCIAL SYSTEMS INC,19044,188640
23473,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,TRI-STATE ENVELOPE CORPORATION,17921,53375
23478,2009,STATE HIGHWAY ADMIN,SERVICE TIRE TRUCK CENTERS,18017,100470
23484,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GAUDENZIA INC,19401,7471714
23487,2009,MARYLAND TRANSIT ADMINISTRATION,UNITED TRANSPORTATION CORP,19070,66902
23488,2009,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,BOB SMITH CONTRACTORS INC,17603,2013177
23490,2009,DEPARTMENT OF THE ENVIRONMENT,SUSQUEHANNA RIVER BASIN COMMISSION,17102,1983900
23491,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DIAKON LUTHERAN SOCIAL MINISTRIES,17055,4779865
23495,2009,MARYLAND TRANSIT ADMINISTRATION,"TRELLEBORG INDUSTRIAL AVS, INC",49090,179182
23497,2009,STATE HIGHWAY ADMIN,COLLINSON INC,19480,570303
23499,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KEYSTONE SERVICES OF MARYLAND,17101,111515
23500,2009,DEPARTMENT OF GENERAL SERVICES,JOHN MILNER ASSOCIATES INC,19380,41875
23514,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KARETAS FOODS INC,19605,660268
23522,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NEARBY EGGS,17311,411679
23526,2009,MARYLAND TRANSIT ADMINISTRATION,G E RICHARDS GRAPHIC SUPPLIES,17538,91344
23528,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,BOHLIN CYWINSKI JACKSON,18701,70127
23530,2009,DEPARTMENT OF HUMAN RESOURCES,"CONCERN - PROFESSIONAL FOR CHILDREN AND YOUTH, INC",19522,1233096
23532,2009,MARYLAND TRANSIT ADMINISTRATION,ROHRER BUS SERVICE,17020,1318289
23534,2009,STATE HIGHWAY ADMIN,ATLANTIC TACTICAL,17070,1075356
23540,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MARTIN'S POTATO CHIPS INC,17364,97798
23541,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,BLODKHOUSE,17402,104406
23544,2009,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,THE COUNTRY HOMESTEAD,17833,34845
23545,2009,MILITARY DEPARTMENT,COMCAST,19398,58553
23549,2009,STATE HIGHWAY ADMIN,SIX M COMPANY INC,17314,10311894
23552,2009,MARYLAND STATE POLICE,PROFESSIONAL HEALTH SERVICES INC,19083,37532
23561,2009,DEPARTMENT OF HUMAN RESOURCES,HARRISON ENTERPRISES,19320,409909
23565,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BRODART CO,17701,46359
23569,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,FIRING LINE INC,19147,186830
23571,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,THE REINVESTMENT FUND,19130,410000
23572,2009,COMPTROLLER OF MARYLAND,LASER IMAGING SYSTEMS INC,17345,127125
23581,2009,MARYLAND PUBLIC TELEVISION,FOREST INCENTIVES,19090,182592
23584,2009,MARYLAND STATE RETIREMENT AGENCY,FINANCIAL CONTROL SYSTEMS INC,19317,372285
23586,2009,DEPARTMENT OF HUMAN RESOURCES,PERRYWOOD GARDEN ASSOC T/A PERRYWOOD GARDEN APT,19038,1030945
23588,2009,MARYLAND TRANSIT ADMINISTRATION,DELAWARE CAR CO,19899,95121
23589,2009,MD DEPARTMENT OF AGRICULTURE,LANCASTER FARMING,17522,32346
23590,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,KUHN BROS LOG HOMES INC,17837,54620
23592,2009,MARYLAND STATE LOTTERY AGENCY,COMCAST SPOTLIGHT,19944,9600
23600,2009,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,CLR DESIGN INC,19107,302704
23608,2009,MARYLAND STADIUM AUTHORITY,STRUCTURAL RESTORATION SERVICES INC,17342,55192
23610,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BENCO DENTAL CO,75395,277023
23613,2009,STATE HIGHWAY ADMIN,PENNSY SUPPLY INC,17104,1909338
23614,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NATIONAL REHAB EQUIPMENT,15108,33683
23628,2009,DEPARTMENT OF HUMAN RESOURCES,"KIDSPEACE NATIONAL CENTERS OF NORTH AMERICA, INC.",18069,661216
23629,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,MCCOMSEY BUILDERS INC,19365,73455
23630,2009,MARYLAND PUBLIC TELEVISION,"MCPHERSON ASSOCIATES, INC.",19355,655548
23631,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,BRISTOL ENVIRONMENTAL INC,19007,506743
23634,2009,MARYLAND PORT ADMINISTRATION,JTS ASSOCIATES,18901,34200
23635,2009,STATE HIGHWAY ADMIN,LANCASTER PROPANE GAS INC,17601,286558
23645,2009,MD INST EMERG MEDICAL SERVICE SYSTEMS,"SMART ADVISOR & BUSINESS CONSULTING, LLC",19010,434916
23652,2009,STATE HIGHWAY ADMIN,KMEL CORP,18109,43993
23655,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DIAL MEDICAL SUPPLY,19425,136464
23659,2009,MARYLAND TRANSIT ADMINISTRATION,MOTIVEPOWER INC,83716,36980466
23662,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THE MILTON S HERSHEY MEDICAL CENTER,85363,176605
23663,2009,DEPARTMENT OF INFORM TECHNOLOGY - CAP,JG CONTRACTING CO INC WIRELESS SERVICES DIVISION,15220,31660818
23678,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CONTINUING CARE RX 4,17112,153342
23680,2009,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,FRENS & FRENS LLC,19382,79625
23681,2009,MILITARY DEPARTMENT,FASTTRAK COATINGS COMPANY,19802,61758
23683,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MID ATLANTIC HEALTHCARE,30014,1417623
23692,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MULTY GRAIN FOODS LLC,08048,69420
23696,2009,DEPARTMENT OF NATURAL RESOURCES,MELICK AQUAFEED INC,17820,100377
23699,2009,DEPARTMENT OF HUMAN RESOURCES,UHS OF  LAUREL HEIGHTS,30306,116505
23703,2009,STATE HIGHWAY ADMIN,OPTOS CAPITAL PARTNERS LLC,18055,250529
23710,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PAMELA K JENNINGS,21673,450602
23711,2009,MARYLAND PUBLIC TELEVISION,ANNENBERG MEDIA,46205,34305
23712,2009,DEPARTMENT OF HUMAN RESOURCES,GLEN MILLS,19331,9493
23748,2009,DEPARTMENT OF HUMAN RESOURCES,LEARNING TREE INC,21716,1075994
23763,2009,MILITARY DEPARTMENT,MARYLAND STATE FIREMEN'S ASSOCIATION,21094,1587811
23775,2009,MARYLAND HIGHER EDUCATION COMMISSION,ST MARYS COLLEGE OF MARYLAND FOUNDATION INC,20686,202988
23784,2009,MARYLAND STATE POLICE,NLETS,91716,54000
23791,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WORCHESTER COUNTY DEVELOPMENTAL CENTER INC,21841,26707687
23812,2009,DEPARTMENT OF JUVENILE SERVICES,ASSOCIATED MARINE INSTITUTE INC,33634,91575
